s_cpu,s_mem,s_node_frag,s_active,s_lbf_c,s_lbf_m,b_cpu_avg,b_mem_avg,w_pod,w_cpu,w_mem,w_pow,r_pow,r_node_frag,r_paper_frag,r_unsched,r_active,r_lbf_c,r_lbf_m
0.6687,0.7218,0.3034,30,0.4465,0.3746,1.0374,5.0345,0.0537,0.4293,0.2352,0.2818,7941.4,0.267189,0.0,0.0,30,0.4222,0.3275
0.7159,0.7579,0.2672,30,0.4222,0.3275,0.9954,4.9448,0.3518,0.1667,0.1626,0.3189,8266.99,0.226712,0.0,0.0,30,0.334,0.2114
0.7487,0.7992,0.2267,30,0.334,0.2114,0.894,4.9433,0.2434,0.4321,0.1972,0.1274,8369.66,0.189381,0.0,0.0,30,0.2906,0.183
0.778,0.8418,0.1894,30,0.2906,0.183,1.0006,4.9795,0.1727,0.3893,0.0639,0.3742,8412.24,0.170311,0.007153,0.042,30,0.2727,0.1554
0.7959,0.861,0.1703,30,0.2727,0.1554,1.005,5.0103,0.0841,0.0488,0.8538,0.0133,8412.24,0.170311,0.021986,0.1291,30,0.2727,0.1554
0.7959,0.861,0.1703,30,0.2727,0.1554,1.0124,4.8913,0.3055,0.3203,0.197,0.1772,8412.24,0.170311,0.034346,0.2017,30,0.2727,0.1554
0.0,0.0,1.0,0,0,0,1.0482,5.0901,0.8508,0.0649,0.0336,0.0507,6369.59,0.694929,0.0,0.0,30,1.0413,0.9476
0.313,0.3121,0.6949,30,1.0413,0.9476,0.9818,5.1815,0.7759,0.0691,0.0556,0.0994,6892.39,0.56207,0.0,0.0,30,0.7678,0.6643
0.4285,0.4474,0.5621,30,0.7678,0.6643,1.0304,4.9343,0.0219,0.0617,0.8589,0.0574,7026.19,0.414431,0.0,0.0,30,0.6624,0.6118
0.5706,0.6076,0.4144,30,0.6624,0.6118,0.9652,4.8321,0.2771,0.1843,0.2765,0.2621,7528.37,0.356812,0.0,0.0,30,0.5479,0.4966
0.6229,0.6658,0.3568,30,0.5479,0.4966,1.0004,5.1037,0.2725,0.3211,0.2697,0.1367,7800.56,0.309909,0.0,0.0,30,0.4622,0.4118
0.6658,0.714,0.3099,30,0.4622,0.4118,1.04,5.0156,0.1336,0.1237,0.2617,0.4811,7899.91,0.268381,0.0,0.0,30,0.4236,0.3718
0.7132,0.7554,0.2684,30,0.4236,0.3718,0.9996,4.8891,0.118,0.3232,0.2921,0.2667,7995.01,0.232939,0.0,0.0,30,0.3839,0.3134
0.7583,0.7908,0.2329,30,0.3839,0.3134,1.062,4.9045,0.2658,0.0671,0.2532,0.4139,8247.76,0.193279,0.0,0.0,30,0.3068,0.2202
0.7959,0.8308,0.1933,30,0.3068,0.2202,1.0092,5.0164,0.1252,0.153,0.1785,0.5433,8337.13,0.157127,0.0,0.0,30,0.2724,0.1763
0.8315,0.8674,0.1571,30,0.2724,0.1763,1.0334,4.8744,0.319,0.2211,0.24,0.2199,8436.18,0.128843,0.00335,0.026,30,0.2247,0.1305
0.8549,0.8995,0.1288,30,0.2247,0.1305,1.0074,4.8193,0.2591,0.4401,0.167,0.1337,8436.18,0.128843,0.014758,0.1145,30,0.2247,0.1305
0.8549,0.8995,0.1288,30,0.2247,0.1305,0.966,5.0228,0.2127,0.3533,0.2133,0.2207,8436.18,0.128843,0.024265,0.1883,30,0.2247,0.1305
0.0,0.0,1.0,0,0,0,1.041,5.0522,0.2702,0.2691,0.1733,0.2875,2323.87,0.649898,0.0,0.0,21,0.9553,0.89
0.3291,0.3624,0.6499,21,0.9553,0.89,1.0654,5.0743,0.762,0.0911,0.0516,0.0953,6961.84,0.578372,0.0,0.0,30,0.7026,0.6683
0.3978,0.4353,0.5784,30,0.7026,0.6683,0.992,5.0132,0.2973,0.0884,0.3733,0.241,7101.59,0.420543,0.0,0.0,30,0.6515,0.6052
0.543,0.601,0.4205,30,0.6515,0.6052,0.9996,4.8836,0.1277,0.5814,0.2142,0.0766,7276.18,0.377446,0.0,0.0,30,0.5892,0.5364
0.5908,0.6445,0.3774,30,0.5892,0.5364,0.98,4.9647,0.2993,0.3257,0.2341,0.141,7761.92,0.337358,0.0,0.0,30,0.4735,0.4166
0.6294,0.6847,0.3374,30,0.4735,0.4166,0.8908,5.0434,0.0477,0.3897,0.2106,0.352,7847.35,0.294586,0.0,0.0,30,0.4434,0.3823
0.6696,0.7285,0.2946,30,0.4434,0.3823,0.9386,4.8712,0.2715,0.1959,0.3857,0.1469,8114.53,0.255459,0.0,0.0,30,0.37,0.3105
0.7017,0.771,0.2555,30,0.37,0.3105,1.0878,5.0636,0.4691,0.1072,0.29,0.1337,8317.1,0.215554,0.0,0.0,30,0.2903,0.2236
0.741,0.8112,0.2156,30,0.2903,0.2236,0.9766,5.0106,0.3272,0.1705,0.2728,0.2296,8376.65,0.178479,0.0,0.0,30,0.2693,0.1878
0.7794,0.8503,0.1785,30,0.2693,0.1878,0.9594,5.0965,0.0606,0.839,0.0589,0.0414,8423.41,0.154039,0.004621,0.03,30,0.2543,0.151
0.8038,0.8748,0.154,30,0.2543,0.151,0.96,5.0371,0.1461,0.4066,0.201,0.2464,8423.41,0.154039,0.018205,0.1182,30,0.2543,0.151
0.8038,0.8748,0.154,30,0.2543,0.151,0.9736,4.9951,0.2741,0.3052,0.2009,0.2199,8423.41,0.154039,0.029524,0.1917,30,0.2543,0.151
0.0,0.0,1.0,0,0,0,1.0062,4.9402,0.5713,0.1938,0.075,0.1599,6321.13,0.677748,0.0,0.0,30,1.0239,0.9836
0.3172,0.3327,0.6777,30,1.0239,0.9836,1.0326,5.0125,0.0557,0.1052,0.0173,0.8218,6505.46,0.499272,0.0,0.0,30,0.8146,0.7428
0.4859,0.5161,0.4993,30,0.8146,0.7428,0.9348,4.9923,0.2755,0.2244,0.3099,0.1903,7026.46,0.419074,0.0,0.0,30,0.6634,0.6079
0.5484,0.6041,0.4191,30,0.6634,0.6079,0.9796,4.9052,0.0754,0.0692,0.8041,0.0513,7213.14,0.3681,0.0,0.0,30,0.597,0.541
0.5945,0.6566,0.3681,30,0.597,0.541,1.0306,4.944,0.8209,0.016,0.0816,0.0815,7771.27,0.329175,0.0,0.0,30,0.4749,0.4232
0.634,0.6957,0.3292,30,0.4749,0.4232,1.0986,5.038,0.0857,0.8029,0.0956,0.0159,7880.25,0.290311,0.0,0.0,30,0.4405,0.3676
0.6853,0.7344,0.2903,30,0.4405,0.3676,0.9368,4.8353,0.2016,0.2548,0.2723,0.2714,8011.06,0.254182,0.0,0.0,30,0.3882,0.302
0.7257,0.7705,0.2542,30,0.3882,0.302,1.0792,4.9276,0.1414,0.3474,0.4191,0.0921,8176.46,0.213833,0.0,0.0,30,0.3402,0.2468
0.7645,0.8121,0.2138,30,0.3402,0.2468,1.039,4.8822,0.2571,0.2245,0.2321,0.2864,8384.26,0.176589,0.0,0.0,30,0.268,0.1779
0.7972,0.8532,0.1766,30,0.268,0.1779,0.9446,5.0694,0.3132,0.1059,0.1685,0.4124,8426.69,0.156816,0.006586,0.042,30,0.2482,0.1461
0.8149,0.8733,0.1568,30,0.2482,0.1461,0.9606,4.9116,0.3683,0.1602,0.1114,0.3601,8426.69,0.156816,0.020243,0.1291,30,0.2482,0.1461
0.8149,0.8733,0.1568,30,0.2482,0.1461,1.0656,5.1469,0.0676,0.1017,0.0167,0.814,8426.69,0.156816,0.031624,0.2017,30,0.2482,0.1461
0.0,0.0,1.0,0,0,0,0.9784,5.0063,0.4253,0.3552,0.1168,0.1028,6326.14,0.677517,0.0,0.0,30,1.1019,0.9579
0.3082,0.3329,0.6775,30,1.1019,0.9579,1.045,4.9598,0.0439,0.834,0.0645,0.0577,6505.94,0.514925,0.0,0.0,30,0.859,0.7493
0.4743,0.502,0.5149,30,0.859,0.7493,0.981,5.0072,0.2334,0.2098,0.2747,0.282,7067.88,0.435902,0.0,0.0,30,0.6849,0.6051
0.5381,0.5887,0.4359,30,0.6849,0.6051,0.9448,5.028,0.372,0.0599,0.1899,0.3782,7548.97,0.394024,0.0,0.0,30,0.5659,0.4783
0.5771,0.631,0.394,30,0.5659,0.4783,0.9986,4.9345,0.0844,0.1571,0.4089,0.3496,7670.26,0.347497,0.0,0.0,30,0.5217,0.4361
0.6231,0.6784,0.3475,30,0.5217,0.4361,1.0282,5.1745,0.1039,0.0204,0.8288,0.0469,7812.56,0.308482,0.0,0.0,30,0.4789,0.3896
0.6653,0.7183,0.3085,30,0.4789,0.3896,0.9666,4.9723,0.4177,0.4507,0.0801,0.0515,8070.88,0.268972,0.0,0.0,30,0.4041,0.294
0.7043,0.758,0.269,30,0.4041,0.294,0.9282,4.979,0.2339,0.4087,0.2139,0.1435,8164.33,0.232698,0.0,0.0,30,0.3722,0.2448
0.7414,0.7944,0.2327,30,0.3722,0.2448,0.969,4.9601,0.0191,0.0528,0.8972,0.0309,8277.82,0.194976,0.0,0.0,30,0.338,0.1978
0.7777,0.8326,0.195,30,0.338,0.1978,0.9934,4.9587,0.354,0.2277,0.084,0.3343,8413.46,0.165308,0.003637,0.022,30,0.2892,0.1504
0.8019,0.8666,0.1653,30,0.2892,0.1504,0.9636,5.0053,0.3017,0.1656,0.3763,0.1564,8413.46,0.165308,0.018334,0.1109,30,0.2892,0.1504
0.8019,0.8666,0.1653,30,0.2892,0.1504,0.984,5.0746,0.7827,0.0794,0.0843,0.0536,8413.46,0.165308,0.030582,0.185,30,0.2892,0.1504
0.0,0.0,1.0,0,0,0,1.0142,5.0784,0.3328,0.3346,0.2466,0.0861,6338.94,0.672525,0.0,0.0,30,1.0379,0.9652
0.3093,0.3403,0.6725,30,1.0379,0.9652,0.9762,5.0672,0.1552,0.29,0.1165,0.4383,6520.07,0.507093,0.0,0.0,30,0.8185,0.7526
0.4622,0.5139,0.5071,30,0.8185,0.7526,1.0408,4.9983,0.185,0.1184,0.3223,0.3742,7061.11,0.426265,0.0,0.0,30,0.6507,0.6206
0.5336,0.6004,0.4263,30,0.6507,0.6206,0.8814,5.154,0.4523,0.156,0.1477,0.244,7538.22,0.38335,0.0,0.0,30,0.5392,0.4905
0.5687,0.644,0.3833,30,0.5392,0.4905,1.0328,5.1997,0.0699,0.0325,0.0347,0.8629,7758.24,0.339353,0.0,0.0,30,0.4517,0.3998
0.6162,0.6881,0.3394,30,0.4517,0.3998,0.9266,4.9831,0.2228,0.1355,0.2417,0.3999,7908.97,0.297052,0.0,0.0,30,0.4074,0.3533
0.6564,0.7316,0.2971,30,0.4074,0.3533,1.0156,4.9955,0.0638,0.3002,0.3368,0.2992,7970.11,0.259237,0.0,0.0,30,0.3982,0.3167
0.7015,0.7694,0.2592,30,0.3982,0.3167,1.0148,4.9209,0.0735,0.2111,0.519,0.1964,8143.11,0.218755,0.0,0.0,30,0.3504,0.2593
0.7376,0.8111,0.2188,30,0.3504,0.2593,1.0034,5.0856,0.0331,0.0627,0.8699,0.0343,8371.47,0.181153,0.0,0.0,30,0.2759,0.191
0.7691,0.854,0.1812,30,0.2759,0.191,1.0526,5.0313,0.0545,0.9168,0.0161,0.0125,8418.03,0.16151,0.006783,0.042,30,0.2583,0.1619
0.7891,0.8737,0.1615,30,0.2583,0.1619,0.9922,4.9191,0.1692,0.3163,0.1726,0.3419,8418.03,0.16151,0.020849,0.1291,30,0.2583,0.1619
0.7891,0.8737,0.1615,30,0.2583,0.1619,1.0282,4.8977,0.0341,0.0186,0.9049,0.0425,8418.03,0.16151,0.032571,0.2017,30,0.2583,0.1619
0.0,0.0,1.0,0,0,0,0.9806,5.1224,0.2674,0.3389,0.2663,0.1273,6304.35,0.668614,0.0,0.0,30,1.042,0.9695
0.3047,0.3436,0.6686,30,1.042,0.9695,1.012,5.0612,0.1816,0.2218,0.3241,0.2726,6508.19,0.50198,0.0,0.0,30,0.8013,0.7534
0.4596,0.5195,0.502,30,0.8013,0.7534,0.9698,4.9978,0.0267,0.0649,0.0392,0.8692,6975.12,0.416085,0.0,0.0,30,0.6745,0.6156
0.5389,0.6086,0.4161,30,0.6745,0.6156,1.05,4.9085,0.1625,0.1013,0.221,0.5152,7495.51,0.374476,0.0,0.0,30,0.5452,0.5005
0.583,0.6502,0.3745,30,0.5452,0.5005,0.9662,5.0657,0.1868,0.3195,0.2946,0.1992,7648.17,0.329604,0.0,0.0,30,0.4965,0.4477
0.6266,0.6967,0.3296,30,0.4965,0.4477,1.031,4.9507,0.1963,0.2468,0.4444,0.1126,7864.02,0.289256,0.0,0.0,30,0.4556,0.3789
0.6693,0.7375,0.2893,30,0.4556,0.3789,1.0804,4.8551,0.2274,0.2818,0.2203,0.2706,8067.53,0.25268,0.0,0.0,30,0.3918,0.3013
0.7143,0.774,0.2527,30,0.3918,0.3013,0.9554,4.9971,0.3853,0.1261,0.2509,0.2377,8296.19,0.213668,0.0,0.0,30,0.3174,0.2156
0.7453,0.8166,0.2137,30,0.3174,0.2156,1.0578,4.9847,0.091,0.7449,0.073,0.091,8375.59,0.174753,0.0,0.0,30,0.2888,0.1775
0.7829,0.857,0.1748,30,0.2888,0.1775,1.004,4.8937,0.4444,0.0742,0.3337,0.1476,8415.45,0.156901,0.007217,0.046,30,0.2735,0.1472
0.8023,0.8752,0.1569,30,0.2735,0.1472,1.0502,4.9798,0.4063,0.3317,0.195,0.0671,8415.45,0.156901,0.020825,0.1327,30,0.2735,0.1472
0.8023,0.8752,0.1569,30,0.2735,0.1472,0.9024,4.848,0.2697,0.165,0.1646,0.4007,8415.45,0.156901,0.032165,0.205,30,0.2735,0.1472
0.0,0.0,1.0,0,0,0,0.9804,4.9849,0.2645,0.1285,0.3095,0.2974,1942.26,0.634956,0.0,0.0,20,1.0086,0.9129
0.3303,0.3759,0.635,20,1.0086,0.9129,1.0694,5.0718,0.1756,0.4121,0.1186,0.2938,4437.34,0.485368,0.0,0.0,26,0.8153,0.7295
0.4775,0.5317,0.4854,26,0.8153,0.7295,1.0348,4.8202,0.1481,0.2435,0.3027,0.3057,7112.07,0.423727,0.0,0.0,30,0.6561,0.6099
0.535,0.5995,0.4237,30,0.6561,0.6099,1.0518,4.9523,0.218,0.1281,0.3469,0.3071,7563.18,0.378218,0.0,0.0,30,0.539,0.4944
0.5791,0.6453,0.3782,30,0.539,0.4944,0.9926,4.9112,0.338,0.2013,0.2128,0.2478,7914.56,0.338966,0.0,0.0,30,0.4383,0.3866
0.6182,0.6848,0.339,30,0.4383,0.3866,1.0188,4.9043,0.3487,0.1602,0.2996,0.1916,8061.86,0.295628,0.0,0.0,30,0.3959,0.3318
0.6604,0.729,0.2956,30,0.3959,0.3318,1.0246,4.9946,0.0846,0.8059,0.0434,0.066,8127.71,0.258344,0.0,0.0,30,0.3852,0.2849
0.707,0.7663,0.2583,30,0.3852,0.2849,0.9914,5.0623,0.1813,0.2753,0.4117,0.1318,8237.21,0.21953,0.0,0.0,30,0.3451,0.2369
0.7448,0.8073,0.2195,30,0.3451,0.2369,0.9816,5.0076,0.0473,0.9007,0.0272,0.0248,8324.33,0.183337,0.0,0.0,30,0.3127,0.1888
0.7789,0.8439,0.1833,30,0.3127,0.1888,1.0454,5.0976,0.2244,0.1843,0.3481,0.2432,8422.96,0.161496,0.007106,0.044,30,0.2781,0.1489
0.7971,0.8676,0.1615,30,0.2781,0.1489,0.9828,5.0054,0.0459,0.8094,0.0546,0.0901,8422.96,0.161496,0.021141,0.1309,30,0.2781,0.1489
0.7971,0.8676,0.1615,30,0.2781,0.1489,0.9838,4.9416,0.1162,0.1658,0.5179,0.2001,8422.96,0.161496,0.032837,0.2033,30,0.2781,0.1489
0.0,0.0,1.0,0,0,0,1.023,4.9793,0.0854,0.0679,0.7812,0.0655,1070.17,0.641701,0.0,0.0,15,1.1245,1.1002
0.3648,0.3696,0.6417,15,1.1245,1.1002,1.0458,4.902,0.2587,0.4684,0.0814,0.1915,6620.5,0.509586,0.0,0.0,30,0.7846,0.7195
0.4748,0.5077,0.5096,30,0.7846,0.7195,0.958,5.0173,0.1448,0.3548,0.1086,0.3919,7037.05,0.424437,0.0,0.0,30,0.6428,0.6067
0.5498,0.6013,0.4244,30,0.6428,0.6067,1.105,4.9644,0.4137,0.3644,0.0901,0.1318,7629.85,0.383009,0.0,0.0,30,0.5087,0.4805
0.593,0.6429,0.383,30,0.5087,0.4805,1.0326,4.9156,0.1414,0.2009,0.2388,0.419,7772.22,0.339281,0.0,0.0,30,0.4569,0.4177
0.6417,0.6875,0.3393,30,0.4569,0.4177,1.0446,4.8732,0.259,0.249,0.1923,0.2996,7980.93,0.299778,0.0,0.0,30,0.382,0.3392
0.686,0.7269,0.2998,30,0.382,0.3392,1.0192,5.0056,0.1876,0.2007,0.5394,0.0723,8031.88,0.260798,0.0,0.0,30,0.3762,0.3071
0.7308,0.7659,0.2608,30,0.3762,0.3071,1.0086,4.9882,0.0541,0.0378,0.8419,0.0661,8216.41,0.219028,0.0,0.0,30,0.3195,0.2431
0.7656,0.809,0.219,30,0.3195,0.2431,1.0096,5.2595,0.7668,0.062,0.0843,0.0869,8404.22,0.180064,0.0,0.0,30,0.246,0.1533
0.7978,0.8511,0.1801,30,0.246,0.1533,0.9674,4.9405,0.2716,0.2361,0.0897,0.4027,8426.07,0.165682,0.009278,0.056,30,0.2374,0.1497
0.8121,0.8669,0.1657,30,0.2374,0.1497,1.0604,5.0013,0.2686,0.0899,0.4925,0.1491,8426.38,0.165342,0.023148,0.14,30,0.2376,0.1504
0.8125,0.8676,0.1653,30,0.2376,0.1504,0.9932,4.9514,0.1996,0.4027,0.1086,0.2891,8426.38,0.165342,0.034997,0.2117,30,0.2376,0.1504
0.0,0.0,1.0,0,0,0,1.0184,4.9938,0.4372,0.2908,0.0975,0.1745,6353.13,0.685476,0.0,0.0,30,1.0935,0.9338
0.3099,0.3227,0.6855,30,1.0935,0.9338,0.9968,5.0854,0.4727,0.2631,0.1586,0.1056,6872.26,0.564256,0.0,0.0,30,0.7587,0.662
0.4097,0.4517,0.5643,30,0.7587,0.662,0.9596,4.9081,0.1086,0.4297,0.3302,0.1315,7058.57,0.436488,0.0,0.0,30,0.6668,0.6141
0.5318,0.5879,0.4365,30,0.6668,0.6141,0.9966,4.9379,0.011,0.911,0.0482,0.0298,7222.18,0.387472,0.0,0.0,30,0.6079,0.5606
0.5789,0.6399,0.3875,30,0.6079,0.5606,1.0782,5.0628,0.3631,0.396,0.0726,0.1683,7767.77,0.347984,0.0,0.0,30,0.4783,0.4389
0.622,0.6795,0.348,30,0.4783,0.4389,0.9822,4.9579,0.3266,0.2987,0.1938,0.1809,7970.12,0.31106,0.0,0.0,30,0.4158,0.3505
0.6649,0.7166,0.3111,30,0.4158,0.3505,0.9372,4.8896,0.2917,0.2607,0.2834,0.1642,8107.77,0.271415,0.0,0.0,30,0.3737,0.2878
0.703,0.7566,0.2714,30,0.3737,0.2878,0.9408,5.034,0.095,0.0805,0.0613,0.7631,8222.24,0.233544,0.0,0.0,30,0.341,0.2341
0.7402,0.7947,0.2335,30,0.341,0.2341,1.0202,4.9064,0.1959,0.3022,0.2374,0.2644,8311.75,0.197679,0.0,0.0,30,0.3059,0.2042
0.7742,0.8333,0.1977,30,0.3059,0.2042,1.0184,5.0265,0.238,0.3597,0.0897,0.3126,8414.27,0.174568,0.006983,0.04,30,0.271,0.1631
0.7922,0.859,0.1746,30,0.271,0.1631,0.9636,4.9685,0.0818,0.0153,0.0587,0.8441,8414.27,0.174568,0.022218,0.1273,30,0.271,0.1631
0.7922,0.859,0.1746,30,0.271,0.1631,0.9572,4.9925,0.2676,0.1755,0.1729,0.3841,8414.27,0.174568,0.034914,0.2,30,0.271,0.1631
0.0,0.0,1.0,0,0,0,1.0422,4.9453,0.3911,0.2641,0.073,0.2718,5228.94,0.671835,0.0,0.0,28,1.075,0.9494
0.3223,0.3367,0.6718,28,1.075,0.9494,1.0194,4.9271,0.8045,0.091,0.0868,0.0176,6960.32,0.581127,0.0,0.0,30,0.7923,0.6712
0.3972,0.4306,0.5811,30,0.7923,0.6712,0.9884,5.1842,0.3027,0.2048,0.2198,0.2727,7120.65,0.431564,0.0,0.0,30,0.6845,0.6045
0.5333,0.5902,0.4316,30,0.6845,0.6045,0.9784,4.9031,0.0636,0.0296,0.0869,0.8199,7477.86,0.388203,0.0,0.0,30,0.5685,0.4961
0.5795,0.6342,0.3882,30,0.5685,0.4961,1.0704,4.9982,0.2901,0.1394,0.2664,0.3042,7877.35,0.344492,0.0,0.0,30,0.4714,0.4022
0.6209,0.6793,0.3445,30,0.4714,0.4022,0.9616,5.0845,0.2679,0.2814,0.2545,0.1962,7975.77,0.304038,0.0,0.0,30,0.445,0.3459
0.6645,0.7198,0.304,30,0.445,0.3459,0.9568,5.02,0.0795,0.2981,0.0875,0.5349,8051.59,0.265248,0.0,0.0,30,0.4189,0.3031
0.7068,0.7586,0.2652,30,0.4189,0.3031,1.0444,5.0038,0.0957,0.0335,0.0314,0.8393,8235.39,0.226509,0.0,0.0,30,0.3638,0.229
0.7452,0.7975,0.2265,30,0.3638,0.229,1.0426,4.926,0.2691,0.2234,0.2256,0.2818,8375.24,0.185878,0.0,0.0,30,0.3161,0.1758
0.7783,0.8406,0.1859,30,0.3161,0.1758,1.0282,4.8575,0.383,0.1204,0.0549,0.4417,8416.21,0.164754,0.006261,0.038,30,0.3004,0.1527
0.7993,0.8632,0.1648,30,0.3004,0.1527,0.997,5.0808,0.4026,0.224,0.203,0.1704,8416.21,0.164754,0.020669,0.1255,30,0.3004,0.1527
0.7993,0.8632,0.1648,30,0.3004,0.1527,0.974,5.0922,0.187,0.257,0.378,0.178,8416.21,0.164754,0.032676,0.1983,30,0.3004,0.1527
0.0,0.0,1.0,0,0,0,1.1146,5.1673,0.0765,0.0881,0.099,0.7364,1578.81,0.640182,0.0,0.0,18,0.9852,0.9329
0.3644,0.365,0.6402,18,0.9852,0.9329,0.9874,4.9956,0.3065,0.2682,0.1416,0.2836,6634.32,0.515045,0.0,0.0,30,0.7839,0.7009
0.469,0.496,0.515,30,0.7839,0.7009,1.0522,4.9314,0.2988,0.1201,0.2837,0.2974,7154.12,0.425789,0.0,0.0,30,0.6376,0.6071
0.5525,0.5964,0.4258,30,0.6376,0.6071,0.95,5.0364,0.9055,0.0404,0.0347,0.0194,7628.5,0.383704,0.0,0.0,30,0.5214,0.4802
0.5906,0.639,0.3837,30,0.5214,0.4802,0.9826,4.924,0.0667,0.1256,0.4267,0.381,7769.25,0.336249,0.0,0.0,30,0.4709,0.4341
0.6353,0.6877,0.3362,30,0.4709,0.4341,0.9752,5.0138,0.7921,0.0875,0.0891,0.0312,8065.98,0.297602,0.0,0.0,30,0.3782,0.3312
0.673,0.7268,0.2976,30,0.3782,0.3312,1.0444,4.999,0.0245,0.0625,0.0732,0.8397,8138.16,0.259732,0.0,0.0,30,0.3573,0.2784
0.7209,0.7645,0.2597,30,0.3573,0.2784,0.9664,4.9332,0.3556,0.2323,0.214,0.1981,8258.59,0.220625,0.0,0.0,30,0.3175,0.2237
0.7575,0.8043,0.2206,30,0.3175,0.2237,1.0408,5.1815,0.0582,0.8263,0.0518,0.0637,8352.28,0.183494,0.0,0.0,30,0.2784,0.1878
0.793,0.8437,0.1835,30,0.2784,0.1878,1.003,5.0996,0.3932,0.1426,0.3261,0.1381,8420.39,0.164918,0.008576,0.052,30,0.2499,0.1621
0.8076,0.8647,0.1649,30,0.2499,0.1621,1.0336,5.0064,0.0288,0.8277,0.0904,0.0531,8420.39,0.164918,0.022789,0.1382,30,0.2499,0.1621
0.8076,0.8647,0.1649,30,0.2499,0.1621,1.017,4.8448,0.2436,0.2852,0.1273,0.3438,8420.94,0.16447,0.034265,0.2083,30,0.2504,0.1626
0.0,0.0,1.0,0,0,0,0.9232,4.9507,0.2486,0.3409,0.1168,0.2936,1919.22,0.646018,0.0,0.0,20,1.0364,0.9007
0.3263,0.3637,0.646,20,1.0364,0.9007,0.9572,4.9648,0.2261,0.2017,0.2817,0.2905,3992.82,0.497089,0.0,0.0,25,0.8265,0.736
0.461,0.5214,0.4971,25,0.8265,0.736,0.9066,5.0559,0.0653,0.0865,0.0127,0.8355,5311.24,0.425153,0.0,0.0,27,0.6926,0.6236
0.5242,0.5975,0.4252,27,0.6926,0.6236,0.9956,5.0379,0.047,0.1906,0.3884,0.374,5494.37,0.37578,0.0,0.0,27,0.6273,0.5695
0.5696,0.6485,0.3758,27,0.6273,0.5695,1.0754,4.896,0.2807,0.3012,0.2479,0.1702,7730.91,0.336653,0.0,0.0,30,0.4999,0.4468
0.609,0.6878,0.3367,30,0.4999,0.4468,0.995,5.0004,0.1158,0.1854,0.4325,0.2663,7864.32,0.298737,0.0,0.0,30,0.4492,0.3873
0.6551,0.7256,0.2987,30,0.4492,0.3873,1.0312,4.9833,0.0934,0.3337,0.2323,0.3406,7961.22,0.26211,0.0,0.0,30,0.42,0.3328
0.7005,0.7621,0.2621,30,0.42,0.3328,0.9466,4.8538,0.4951,0.1498,0.2536,0.1015,8252.05,0.21977,0.0,0.0,30,0.3406,0.2233
0.7331,0.8055,0.2198,30,0.3406,0.2233,1.0464,5.096,0.5212,0.2701,0.0594,0.1493,8360.4,0.181159,0.0,0.0,30,0.3021,0.1633
0.7699,0.8449,0.1812,30,0.3021,0.1633,0.9528,4.9358,0.8392,0.0458,0.0134,0.1017,8412.36,0.157117,0.004714,0.03,30,0.2835,0.1533
0.7915,0.8729,0.1571,30,0.2835,0.1533,1.0168,4.9808,0.3343,0.2977,0.2364,0.1316,8412.36,0.157117,0.018568,0.1182,30,0.2835,0.1533
0.7915,0.8729,0.1571,30,0.2835,0.1533,1.0334,5.0414,0.2304,0.0619,0.3966,0.3111,8412.36,0.157117,0.030114,0.1917,30,0.2835,0.1533
0.0,0.0,1.0,0,0,0,0.968,4.9286,0.1861,0.3262,0.29,0.1977,1941.05,0.640838,0.0,0.0,20,1.0039,0.922
0.3136,0.373,0.6408,20,1.0039,0.922,1.028,4.9184,0.2016,0.3489,0.1422,0.3073,4015.03,0.498078,0.0,0.0,25,0.8366,0.7363
0.4582,0.523,0.4981,25,0.8366,0.7363,1.0094,4.8964,0.3126,0.1853,0.0798,0.4223,7083.95,0.436634,0.0,0.0,30,0.6748,0.6052
0.5136,0.588,0.4366,30,0.6748,0.6052,1.0354,4.9939,0.0825,0.187,0.324,0.4066,7402.36,0.386986,0.0,0.0,30,0.5669,0.5211
0.5638,0.64,0.387,30,0.5669,0.5211,1.0294,5.0502,0.3006,0.3163,0.3209,0.0621,7845.22,0.346839,0.0,0.0,30,0.4579,0.4053
0.6035,0.6804,0.3468,30,0.4579,0.4053,0.978,5.0487,0.2142,0.1121,0.3132,0.3605,7939.55,0.305311,0.0,0.0,30,0.4288,0.36
0.6476,0.7219,0.3053,30,0.4288,0.36,0.9816,5.1782,0.4519,0.0941,0.2262,0.2278,8211.96,0.263736,0.0,0.0,30,0.3484,0.2559
0.6817,0.7644,0.2637,30,0.3484,0.2559,0.8668,4.9826,0.3132,0.1219,0.4142,0.1508,8282.01,0.225643,0.0,0.0,30,0.3301,0.2334
0.7143,0.8059,0.2256,30,0.3301,0.2334,0.987,4.9314,0.4714,0.115,0.1498,0.2638,8371.72,0.18954,0.0,0.0,30,0.3102,0.1759
0.7544,0.8425,0.1895,30,0.3102,0.1759,0.9538,4.9523,0.0501,0.0129,0.0248,0.9122,8412.31,0.169151,0.006428,0.038,30,0.2952,0.1594
0.7739,0.8647,0.1692,30,0.2952,0.1594,0.9736,5.0215,0.7665,0.0971,0.0904,0.046,8412.31,0.169151,0.021221,0.1255,30,0.2952,0.1594
0.7739,0.8647,0.1692,30,0.2952,0.1594,1.0524,4.9779,0.8709,0.1012,0.017,0.0109,8412.31,0.169151,0.033548,0.1983,30,0.2952,0.1594
