s_cpu,s_mem,s_frag,w_pod,w_cpu,w_mem,w_pow,r_frag,r_unsched,r_pow,r_lbf_c,r_lbf_m
0.0922280701754386,0.09183409492924528,0.0,0.0852,0.2753,0.2102,0.4292,0.0,0.0,2866.3696844899246,0.8114217562179952,0.7284488909236794
0.18121052631578946,0.18384876179245283,0.0,0.1272,0.2811,0.1598,0.4319,0.0,0.0,7128.327903067416,0.6606259286779129,0.6035278418937142
0.2771754385964912,0.2796900795990566,0.0,0.0826,0.3794,0.3888,0.1491,0.0,0.0,7576.705336100189,0.5403617315763589,0.4795009809149613
0.36421052631578954,0.37378611438679243,0.0,0.3556,0.2967,0.2147,0.133,0.0,0.0,7802.072572734874,0.4630929313346671,0.40574142612059105
0.4535614035087719,0.4675198997641509,0.0,0.1712,0.3798,0.2625,0.1866,0.0,0.0,7885.438074919545,0.44684459229548895,0.3657900717919879
0.5411754385964912,0.5601459316037736,0.0,0.3912,0.2268,0.1279,0.254,0.0,0.0,8086.896359031694,0.39306424948035734,0.2842547867526336
0.6269122807017543,0.6553828862028301,0.0,0.0488,0.4032,0.2996,0.2484,0.0,0.0,8224.652956119371,0.35007668344301723,0.23100806204220875
0.721701754385965,0.7509537146226415,0.0,0.2466,0.3717,0.2765,0.1052,0.0,0.0,8354.465538536735,0.303200327048962,0.17629607481684928
0.8063684210526316,0.8438915094339623,0.0,0.1766,0.3045,0.3665,0.1525,0.008311314425791185,0.048,8426.683231699399,0.27613173388855555,0.1490718845061446
0.8548771929824561,0.8943536261792453,0.008311314425791185,0.0997,0.5207,0.3169,0.0627,0.023296866193505596,0.13454545454545455,8426.683231699399,0.27613173388855555,0.1490718845061446
0.8548771929824561,0.8943536261792453,0.023296866193505596,0.4131,0.2446,0.2787,0.0636,0.035784825999934274,0.20666666666666667,8426.683231699399,0.27613173388855555,0.1490718845061446
0.8548771929824561,0.8943536261792453,0.035784825999934274,0.2179,0.3256,0.1949,0.2616,0.046351561220758536,0.2676923076923077,8426.683231699399,0.27613173388855555,0.1490718845061446
0.0,0.0,0.0,0.2246,0.2661,0.2319,0.2774,0.0,0.0,1920.2364288544936,1.0730756648271635,0.9046238115741293
0.08343859649122805,0.09654517983490567,0.0,0.4727,0.2798,0.1459,0.1016,0.0,0.0,2821.788906777357,0.8606052676903343,0.7310729974057151
0.17133333333333337,0.18936762971698112,0.0,0.5072,0.2566,0.0574,0.1788,0.0,0.0,7063.667690712403,0.7104549757341425,0.6034282609252284
0.2610877192982456,0.286126179245283,0.0,0.1103,0.1867,0.426,0.277,0.0,0.0,7499.711879368757,0.5927860274550911,0.4832683404396756
0.3445964912280702,0.38031286851415097,0.0,0.2593,0.2194,0.3495,0.1718,0.0,0.0,7730.955243243878,0.5172951404355748,0.4051111569902038
0.42926315789473685,0.4744770784198113,0.0,0.1899,0.3491,0.3532,0.1078,0.0,0.0,7851.505555687097,0.4847524935800055,0.3568337536019044
0.5209298245614037,0.566660524764151,0.0,0.2521,0.2936,0.1992,0.255,0.0,0.0,8023.201401821998,0.4469391364200214,0.2923579015871052
0.6082456140350878,0.6631905955188679,0.0,0.2233,0.2831,0.2892,0.2044,0.0,0.0,8164.624402738793,0.4079952680112925,0.24166183376186806
0.7017543859649122,0.7567371757075472,0.0,0.3921,0.1555,0.105,0.3474,0.0,0.0,8334.789545348192,0.3523491832240474,0.17173088250939803
0.789,0.8512868514150943,0.0,0.5572,0.1007,0.2305,0.1115,0.007217506772717724,0.044,8401.51892515399,0.32961365762961164,0.15116515191008306
0.8380000000000002,0.9025361143867925,0.007217506772717724,0.5426,0.0738,0.1476,0.236,0.02111239980302821,0.1290909090909091,8402.365372943577,0.3293113986928627,0.1519508711785921
